Time [s],0,1200.6,2400.7,3600.9,4801.1,6001.2,7201.4,8401.5,9601.7,10801.8,12002,13202.1,14402.4,15602.4,16802.6,18002.7,19202.9,20403,21603.2,22803.4,24003.5,25203.7,26403.8,27604,28804.1,30004.3,31204.4,32404.7,33604.7,34804.9,36005,37205.2,38405.3,39605.5,40805.7,42005.8,43205.9,44406.1,45606.3,46806.4,48006.6,49206.8,50406.9,51607,52807.2,54007.4,55207.5,56407.6,57607.8,58808,60008.1,61208.2,62408.4,63608.6,64808.7
Temp. [°C],23.9,37,37.5,36.9,36.8,37.7,37.6,37.8,36.8,37.4,37.4,37.3,37.6,37.4,37.2,37.5,36.9,37.7,37.5,36.9,37.5,37.2,37.2,37.7,37.6,36.9,36.9,37.8,36.8,37,37,37,37,37.1,37.1,37.2,37.4,37.7,37.7,37,36.8,37.2,37.5,37.7,37.3,36.8,37.2,37.5,37.7,37.7,37.3,36.8,37.1,37.5,37.8
A2,0.2104,0.165299997,0.184499994,0.200200006,0.220400006,0.233199999,0.243699998,0.257600009,0.27579999,0.307300001,0.344300002,0.376399994,0.434199989,0.533500016,0.613099992,0.637199998,0.676199973,0.684800029,0.751699984,0.784200013,0.843699992,0.952400029,1.178799987,1.280699968,1.284399986,1.289399981,1.286999941,1.290099978,1.291700006,1.292400002,1.28760004,1.262899995,1.243000031,1.238999963,1.229599953,1.217800021,1.202399969,1.199399948,1.204599977,1.213600039,1.226500034,1.244099975,1.25,1.250499964,1.237699986,1.215999961,1.201300025,1.197100043,1.194499969,1.183899999,1.202600002,1.213199973,1.221699953,1.223199964,1.24090004
A3,0.180299997,0.129299998,0.147,0.166199997,0.186700001,0.198799998,0.215299994,0.231600001,0.258100003,0.296200007,0.321399987,0.36590001,0.442200005,0.533800006,0.592100024,0.618799984,0.648299992,0.702300012,0.768100023,0.861100018,0.992399991,1.174800038,1.249199986,1.271700025,1.306599975,1.338000059,1.365700006,1.378700018,1.391000032,1.404600024,1.415599942,1.423400044,1.430899978,1.437700033,1.44749999,1.455500007,1.454100013,1.456900001,1.453699946,1.454399943,1.468500018,1.480999947,1.511700034,1.523000002,1.541599989,1.538300037,1.535899997,1.533499956,1.530400038,1.525599957,1.509699941,1.494300008,1.474599957,1.459499955,1.440500021
A4,0.179700002,0.129800007,0.148599997,0.161200002,0.176699996,0.1972,0.212799996,0.238800004,0.263999999,0.30219999,0.340799987,0.388900012,0.502600014,0.550000012,0.611199975,0.62440002,0.644299984,0.679799974,0.738699973,0.830799997,1.011700034,1.160699964,1.190899968,1.215199947,1.244699955,1.26730001,1.290400028,1.318699956,1.343899965,1.370499969,1.385800004,1.404000044,1.422999978,1.432000041,1.453099966,1.458699942,1.463199973,1.461300015,1.457599998,1.456799984,1.46570003,1.461300015,1.452000022,1.445000052,1.439599991,1.442100048,1.442100048,1.429399967,1.419199944,1.402400017,1.392400026,1.378800035,1.368999958,1.361600041,1.352499962
A5,0.32249999,0.1285,0.1461,0.155599996,0.175899997,0.189799994,0.204300001,0.224299997,0.255400002,0.28670001,0.323300004,0.36559999,0.425000012,0.500100017,0.546800017,0.611100018,0.682500005,0.773000002,0.868700027,0.988200009,1.060500026,1.117200017,1.163300037,1.192600012,1.226699948,1.259600043,1.285099983,1.306900024,1.306300044,1.326200008,1.337800026,1.355700016,1.371500015,1.38440001,1.38530004,1.377900004,1.377300024,1.386500001,1.390699983,1.401600003,1.399199963,1.374799967,1.323300004,1.415300012,1.464400053,1.458799958,1.4727,1.43840003,1.314900041,1.396399975,1.291599989,1.289800048,1.312999964,1.347000003,1.324800014
A6,0.140100002,0.094700001,0.094499998,0.0942,0.0942,0.094099998,0.0942,0.0942,0.0942,0.0942,0.0942,0.094400004,0.094300002,0.094499998,0.094499998,0.094899997,0.095399998,0.096199997,0.097499996,0.099399999,0.103,0.108800001,0.115099996,0.123599999,0.133499995,0.141399994,0.149700001,0.159899995,0.166299999,0.176499993,0.187600002,0.204500005,0.222399995,0.238299996,0.257299989,0.277200013,0.306800008,0.343699992,0.382600009,0.425399989,0.476000011,0.540300012,0.618099988,0.6796,0.759899974,0.811800003,0.859300017,0.885699987,0.898899972,0.917500019,0.941500008,0.961300015,0.981700003,1.004299998,1.024700046
B2,0.189400002,0.130600005,0.151600003,0.164100006,0.181700006,0.202800006,0.217999995,0.245199993,0.276600003,0.314900011,0.360500008,0.408699989,0.451999992,0.504800022,0.563399971,0.627900004,0.698199987,0.801199973,0.906199992,1.029999971,1.090299964,1.141899943,1.179499984,1.218099952,1.254799962,1.286000013,1.307600021,1.331699967,1.349799991,1.363700032,1.362800002,1.377699971,1.382500052,1.383999944,1.379500031,1.376700044,1.399199963,1.436699986,1.477599978,1.487300038,1.511000037,1.507099986,1.570000052,1.577399969,1.590399981,1.547899961,1.531900048,1.533699989,1.503800035,1.514400005,1.465999961,1.485700011,1.49090004,1.51730001,1.492599964
B3,0.187600002,0.170900002,0.179199994,0.198500007,0.2192,0.231399998,0.245199993,0.261999995,0.282599986,0.315200001,0.350300014,0.388799995,0.535600007,0.641900003,0.68870002,0.693300009,0.707099974,0.748899996,0.812699974,0.959800005,1.195199966,1.249899983,1.248600006,1.260800004,1.278499961,1.290400028,1.29429996,1.301200032,1.308099985,1.303300023,1.298300028,1.286599994,1.273699999,1.258299947,1.229799986,1.213500023,1.191200018,1.181800008,1.175199986,1.166800022,1.157400012,1.145599961,1.13380003,1.12559998,1.126299977,1.136100054,1.144299984,1.154500008,1.171000004,1.173699975,1.174700022,1.178300023,1.16989994,1.171599984,1.23239994
B4,0.1919,0.144899994,0.157499999,0.167799994,0.187399998,0.203600004,0.225500003,0.243300006,0.271699995,0.306899995,0.34709999,0.407700002,0.494300008,0.557799995,0.588500023,0.611899972,0.643400013,0.694400012,0.782199979,0.918900013,1.075799942,1.165199995,1.194800019,1.223700047,1.246799946,1.25849998,1.269999981,1.288599968,1.296800017,1.298300028,1.306599975,1.311499953,1.321200013,1.316200018,1.311100006,1.311200023,1.307500005,1.304100037,1.300300002,1.29610002,1.302399993,1.31280005,1.305199981,1.301499963,1.305899978,1.307899952,1.301300049,1.297700047,1.27699995,1.276299953,1.26970005,1.274399996,1.300500035,1.351300001,1.35860002
B5,0.28490001,0.135499999,0.145999998,0.158199996,0.172199994,0.195500001,0.217199996,0.246800005,0.281399995,0.315499991,0.362500012,0.422800004,0.540099978,0.565699995,0.592400014,0.623899996,0.679799974,0.756699979,0.860599995,0.973699987,1.076699972,1.181200027,1.263100028,1.300600052,1.308799982,1.331400037,1.358299971,1.386500001,1.414600015,1.442299962,1.460899949,1.478999972,1.483999968,1.485700011,1.491999984,1.499300003,1.501899958,1.498999953,1.491700053,1.496299982,1.495200038,1.51030004,1.507500052,1.502500057,1.477900028,1.460600019,1.443500042,1.437299967,1.426499963,1.417099953,1.412700057,1.431399941,1.416200042,1.405599952,1.409700036
B6,0.174799994,0.091499999,0.091600001,0.091499999,0.091499999,0.091499999,0.091600001,0.091600001,0.091600001,0.091600001,0.091600001,0.091700003,0.091799997,0.091899998,0.091899998,0.092200004,0.092600003,0.093000002,0.093699999,0.094999999,0.096900001,0.100400001,0.1065,0.112499997,0.116899997,0.131999999,0.141499996,0.155699998,0.169699997,0.178599998,0.191400006,0.208299994,0.221699998,0.236000001,0.25150001,0.277200013,0.301699996,0.326599985,0.351700008,0.381700009,0.427899987,0.473199993,0.54400003,0.602199972,0.652499974,0.708199978,0.75849998,0.788900018,0.817200005,0.84829998,0.872600019,0.896700025,0.917299986,0.934700012,0.950399995
C2,0.185000002,0.136299998,0.159299999,0.166700006,0.182699993,0.203999996,0.228799999,0.255400002,0.285299987,0.322899997,0.370700002,0.421400011,0.477499992,0.522000015,0.566699982,0.594799995,0.637600005,0.690999985,0.779799998,0.935000002,1.074800014,1.159500003,1.204900026,1.247900009,1.277799964,1.303300023,1.330600023,1.364199996,1.390100002,1.413599968,1.432500005,1.446099997,1.455800056,1.463799953,1.46449995,1.466099977,1.458299994,1.457999945,1.466099977,1.469599962,1.472300053,1.476899981,1.476999998,1.480999947,1.480599999,1.464100003,1.445600033,1.430799961,1.407299995,1.387699962,1.368299961,1.353899956,1.351300001,1.338799953,1.329200029
C3,0.181400001,0.124300003,0.132599995,0.146599993,0.164700001,0.177300006,0.195700005,0.211799994,0.232700005,0.265300006,0.300300002,0.346100003,0.457800001,0.473399997,0.542500019,0.615800023,0.711700022,0.873199999,0.975799978,1.041700006,1.100399971,1.128900051,1.147300005,1.165899992,1.188799977,1.20389998,1.209800005,1.227699995,1.245700002,1.257400036,1.266199946,1.276299953,1.269799948,1.269099951,1.270799994,1.266700029,1.267500043,1.26849997,1.271299958,1.305899978,1.315799952,1.316300035,1.296200037,1.282799959,1.263000011,1.247400045,1.233199954,1.22510004,1.229900002,1.240399957,1.235900044,1.237900019,1.245399952,1.256999969,1.275599957
C4,0.219799995,0.167300001,0.174700007,0.195700005,0.216399997,0.226300001,0.244800001,0.265199989,0.29429999,0.324600011,0.360399991,0.406199992,0.490200013,0.563000023,0.621699989,0.646600008,0.677399993,0.738900006,0.800999999,0.907999992,1.047199965,1.216699958,1.21510005,1.2579,1.27579999,1.291100025,1.299299955,1.307999969,1.309800029,1.309100032,1.306699991,1.291200042,1.273000002,1.255200028,1.231299996,1.213700056,1.200500011,1.193799973,1.186400056,1.184399962,1.188599944,1.200999975,1.217900038,1.220000029,1.214400053,1.22239995,1.227699995,1.221899986,1.22329998,1.210999966,1.177700043,1.190999985,1.256100059,1.346699953,1.290099978
C5,0.248600006,0.149200007,0.161200002,0.172800004,0.189899996,0.201900005,0.2192,0.240999997,0.272599995,0.31189999,0.354499996,0.402700007,0.477299988,0.535899997,0.574199975,0.584599972,0.616900027,0.661800027,0.734000027,0.825900018,0.925499976,1.071499944,1.182399988,1.227800012,1.252900004,1.273599982,1.288499951,1.307700038,1.328400016,1.354900002,1.362300038,1.356600046,1.354200006,1.356699944,1.353399992,1.354500055,1.369500041,1.368600011,1.368700027,1.362400055,1.371500015,1.368700027,1.36740005,1.361500025,1.351600051,1.341799974,1.338000059,1.345900059,1.349799991,1.350399971,1.337900043,1.334300041,1.339599967,1.33010006,1.320299983
C6,0.205699995,0.096600004,0.095299996,0.095700003,0.095399998,0.095600002,0.095600002,0.094999999,0.095799997,0.096100003,0.096500002,0.0973,0.099299997,0.102200001,0.107199997,0.114399999,0.123400003,0.129999995,0.1435,0.152500004,0.165399998,0.176400006,0.187800005,0.199300006,0.2104,0.223199993,0.236499995,0.253699988,0.280299991,0.295700014,0.323599994,0.356000006,0.393299997,0.434700012,0.483900011,0.553600013,0.620199978,0.703299999,0.721099973,0.798699975,0.813600004,0.865700006,0.898999989,0.955200016,0.98269999,1.028300047,1.086599946,1.116700053,1.149299979,1.161200047,1.194499969,1.217599988,1.232900023,1.262099981,1.278399944
D2,0.155499995,0.144899994,0.160500005,0.176499993,0.192599997,0.210999995,0.231299996,0.255899996,0.285600007,0.326000005,0.373100013,0.442600012,0.523599982,0.579699993,0.627699971,0.644699991,0.680700004,0.745299995,0.851000011,0.975199997,1.099400043,1.184200048,1.217200041,1.271399975,1.254600048,1.271999955,1.304700017,1.327700019,1.350900054,1.353299975,1.37409997,1.375,1.378600001,1.381199956,1.365800023,1.369600058,1.358700037,1.353899956,1.347499967,1.341599941,1.333500028,1.342900038,1.363299966,1.352800012,1.351099968,1.346600056,1.34800005,1.380599976,1.395799994,1.394899964,1.39320004,1.408400059,1.400500059,1.411299944,1.402799964
