Time [s],0,1201,2401.1,3601.3,4801.4,6001.6,7201.7,8401.9,9602,10802.2,12002.4,13202.5,14402.7,15602.8,16803,18003.1,19203.3,20403.4,21603.6,22803.7,24003.9,25204.1,26404.2,27604.4,28804.5,30004.7,31204.8,32405,33605.2,34805.3,36005.4,37205.7,38405.7,39605.9,40806.1,42006.3,43206.3,44406.5,45606.7,46806.8,48007,49207.1,50407.4,51607.4,52807.6,54007.7,55208,56408.1,57608.2,58808.3,60008.5,61208.7,62408.8,63609,64809.1
Temp. [°C],22.5,36.9,36.7,36.8,37.7,37.2,37.4,36.8,36.8,36.9,37.3,37.8,37,37.7,36.9,37.7,37.1,37.2,37.7,37.4,36.9,37.2,37.5,37.7,37.7,36.9,36.8,37,37.2,37.3,37.5,37.5,37.5,37.6,37.7,37.7,37.6,37.5,37.7,37.7,37.6,37.2,36.8,37.2,37.5,37.7,37.6,36.9,36.9,37.2,37.3,37.6,37.7,37.5,36.8
B2,0.165099993,0.171499997,0.178499997,0.189300001,0.2016,0.2086,0.221200004,0.229499996,0.238000005,0.245399997,0.252000004,0.259000003,0.266600013,0.279599994,0.298400015,0.310900003,0.327499986,0.3389,0.347799987,0.358500004,0.36680001,0.376199991,0.38499999,0.395000011,0.401800007,0.408100009,0.418900013,0.424199998,0.433999985,0.441799998,0.453700006,0.458600014,0.463499993,0.470899999,0.479499996,0.489600003,0.50059998,0.508300006,0.519400001,0.535000026,0.545799971,0.555700004,0.5625,0.569599986,0.566999972,0.582899988,0.596700013,0.5977,0.596899986,0.603500009,0.63349998,0.635900021,0.635800004,0.639400005,0.643999994
B4,0.177399993,0.167600006,0.182099998,0.197500005,0.210999995,0.217099994,0.230700001,0.242500007,0.250800014,0.257200003,0.263300002,0.270099998,0.281300008,0.289600015,0.296400011,0.304199994,0.315499991,0.323300004,0.336800009,0.346700013,0.3574,0.368299991,0.377600014,0.388700008,0.398600012,0.407200009,0.413800001,0.420399994,0.429899991,0.438499987,0.453500003,0.460599989,0.470699996,0.475499988,0.486400008,0.494100004,0.504800022,0.512399971,0.517700016,0.528500021,0.540099978,0.549199998,0.560400009,0.570599973,0.575999975,0.590900004,0.608099997,0.618799984,0.621800005,0.626900017,0.638199985,0.645500004,0.655099988,0.664099991,0.667800009
B7,0.135700002,0.125799999,0.140200004,0.153500006,0.161200002,0.172099993,0.179800004,0.191,0.199399993,0.210299999,0.220899999,0.232800007,0.241699994,0.248799995,0.254700005,0.265399992,0.274599999,0.287200004,0.302700013,0.31189999,0.319299996,0.328399986,0.34040001,0.349599987,0.360799998,0.367700011,0.374799997,0.383700013,0.391099989,0.396899998,0.406199992,0.413100004,0.4199,0.431300014,0.441300005,0.448399991,0.455900013,0.466600001,0.475699991,0.486699998,0.495299995,0.505599976,0.515299976,0.523199975,0.533100009,0.543799996,0.556999981,0.567099988,0.579400003,0.59009999,0.604700029,0.616299987,0.625,0.636099994,0.645200014
B8,0.141000003,0.147400007,0.159099996,0.162499994,0.174999997,0.186499998,0.194800004,0.203899994,0.212099999,0.223399997,0.234699994,0.243300006,0.249500006,0.2579,0.270700008,0.282099992,0.291700006,0.301099986,0.31099999,0.319400012,0.3301,0.341399997,0.354600012,0.36469999,0.375200003,0.380600005,0.387499988,0.394600004,0.400200009,0.408499986,0.414600015,0.422899991,0.430099994,0.439200014,0.445899993,0.453399986,0.459500015,0.467900008,0.475600004,0.483200014,0.49090001,0.497099996,0.503000021,0.510900021,0.518400013,0.527700007,0.534200013,0.539900005,0.548500001,0.558099985,0.566799998,0.57249999,0.580200016,0.586899996,0.592299998
B10,0.157900006,0.178000003,0.185000002,0.194600001,0.205599993,0.215399995,0.223499998,0.235599995,0.244299993,0.255899996,0.263999999,0.270599991,0.280999988,0.29460001,0.307099998,0.317900002,0.328099996,0.342799991,0.352299988,0.364300013,0.373199999,0.383399993,0.39289999,0.40259999,0.412,0.419499993,0.430900007,0.438499987,0.448199987,0.455500007,0.466199994,0.473500013,0.485799998,0.494100004,0.502799988,0.511799991,0.519800007,0.529399991,0.538100004,0.549399972,0.555199981,0.565400004,0.573899984,0.582300007,0.592100024,0.601800025,0.611299992,0.620700002,0.631099999,0.640200019,0.646899998,0.653299987,0.662400007,0.67110002,0.679099977
B11,0.196700007,0.191100001,0.188999996,0.201900005,0.2192,0.218500003,0.232800007,0.247299999,0.255400002,0.263900012,0.268299997,0.281800002,0.288800001,0.295300007,0.304500014,0.310799986,0.321999997,0.331099987,0.341800004,0.352100015,0.364499986,0.369300008,0.379599988,0.391099989,0.403200001,0.410400003,0.421200007,0.4296,0.442999989,0.45570001,0.472200006,0.477999985,0.493000001,0.502200007,0.515900016,0.51639998,0.532800019,0.546999991,0.5625,0.57069999,0.579900026,0.598200023,0.612200022,0.625899971,0.636200011,0.649900019,0.660300016,0.674600005,0.686800003,0.702199996,0.713199973,0.725300014,0.74000001,0.752900004,0.76639998
C2,0.140900001,0.152500004,0.180299997,0.180099994,0.187299997,0.198400006,0.208299994,0.216900006,0.226300001,0.234599993,0.243000001,0.249500006,0.254099995,0.260500014,0.271800011,0.282999992,0.293300003,0.302700013,0.312099993,0.321399987,0.330199987,0.33950001,0.34920001,0.357899994,0.364899993,0.371899992,0.379799992,0.389299989,0.396800011,0.404300004,0.412200004,0.42019999,0.426600009,0.434399992,0.438699991,0.4454,0.453000009,0.455599993,0.465000004,0.47330001,0.477299988,0.487399995,0.500100017,0.516799986,0.524999976,0.534699976,0.542500019,0.550899982,0.561999977,0.568300009,0.578800023,0.585099995,0.594299972,0.606100023,0.605199993
C4,0.176799998,0.163000003,0.176400006,0.191599995,0.209299996,0.221100003,0.231999993,0.245900005,0.257600009,0.269600004,0.278600007,0.290100008,0.304100007,0.317499995,0.328200012,0.337599993,0.347900003,0.359100014,0.370599985,0.381300002,0.391299993,0.399899989,0.409399986,0.417600006,0.4278,0.435200006,0.439999998,0.448199987,0.458999991,0.467099994,0.475800008,0.483900011,0.492900014,0.504700005,0.514599979,0.523699999,0.533900023,0.541599989,0.552900016,0.56220001,0.577000022,0.584299982,0.593400002,0.603900015,0.61559999,0.626600027,0.636799991,0.645600021,0.657100022,0.665899992,0.672100008,0.682699978,0.690999985,0.691900015,0.698099971
