Cycle Nr.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
C5,0.154200003,0.152899995,0.166600004,0.183899999,0.207599998,0.227500007,0.250999987,0.281800002,0.319900006,0.361099988,0.414499998,0.479499996,0.521099985,0.56370002,0.597599983,0.654200017,0.717800021,0.79339999,0.869000018,1.039999962,1.161200047,1.188300014,1.218299985,1.252300024,1.273499966,1.298200011,1.32099998,1.340499997,1.356699944,1.338000059,1.381500006,1.399700046,1.406499982,1.41900003,1.422999978,1.415899992,1.416000009,1.408599973,1.403599977,1.399099946,1.4023,1.402400017,1.389299989,1.385100007,1.37559998,1.366999984,1.364500046,1.353500009,1.343000054,1.327999949,1.307899952,1.288100004,1.261100054,1.251799941,1.24090004
C7,0.092600003,0.091799997,0.091700003,0.091499999,0.091300003,0.091200002,0.091200002,0.091300003,0.091600001,0.092100002,0.093000002,0.094400004,0.096799999,0.100900002,0.1074,0.116400003,0.122400001,0.137400001,0.145199999,0.153699994,0.160699993,0.168500006,0.176100001,0.184300005,0.193800002,0.203199998,0.214200005,0.223000005,0.232999995,0.244399995,0.25150001,0.260600001,0.269400001,0.277999997,0.290699989,0.300900012,0.31099999,0.32159999,0.329299986,0.338099986,0.34709999,0.35589999,0.361999989,0.368900001,0.378600001,0.383399993,0.385899991,0.392699987,0.396800011,0.403499991,0.408199996,0.416099995,0.41839999,0.422600001,0.427300006
C9,0.154699996,0.135700002,0.1743,0.186100006,0.203700006,0.221100003,0.239199996,0.254099995,0.266200006,0.279700011,0.290100008,0.301099986,0.316700011,0.331699997,0.346599996,0.353300005,0.365399987,0.376100004,0.390899986,0.403100014,0.414000005,0.417299986,0.423099995,0.435299993,0.444799989,0.451400012,0.45629999,0.459500015,0.468400002,0.477499992,0.489899993,0.496300012,0.506299973,0.514699996,0.523199975,0.533500016,0.542100012,0.549099982,0.557699978,0.569800019,0.578400016,0.584800005,0.592299998,0.604300022,0.612299979,0.621900022,0.629000008,0.639100015,0.646099985,0.652999997,0.659300029,0.667800009,0.680899978,0.680999994,0.691500008
C10,0.157000005,0.169400007,0.174400002,0.191499993,0.211300001,0.230199993,0.244200006,0.258700013,0.270999998,0.282799989,0.289600015,0.301299989,0.316900015,0.334500015,0.34740001,0.360000014,0.370299995,0.381000012,0.39199999,0.403699994,0.414200008,0.420599997,0.4296,0.437700003,0.444000006,0.449900001,0.457100004,0.463699996,0.472900003,0.477899998,0.487100005,0.493800014,0.502300024,0.510399997,0.518899977,0.52700001,0.5352,0.545099974,0.5546,0.563000023,0.574199975,0.582899988,0.592100024,0.601400018,0.610599995,0.617600024,0.62379998,0.634800017,0.643700004,0.65200001,0.661000013,0.667699993,0.678499997,0.68599999,0.698099971
C11,0.163900003,0.1602,0.180700004,0.192399994,0.214000002,0.225500003,0.238000005,0.25150001,0.264699996,0.276199996,0.285699993,0.300500005,0.314900011,0.330599993,0.3398,0.3495,0.360599995,0.369100004,0.383399993,0.397199988,0.409000009,0.413700014,0.424499989,0.438800007,0.443899989,0.451400012,0.459699988,0.462399989,0.4736,0.4824,0.4912,0.494300008,0.506799996,0.510900021,0.518999994,0.527499974,0.537,0.540400028,0.548699975,0.556800008,0.560100019,0.56309998,0.575399995,0.582700014,0.593200028,0.603500009,0.617999971,0.62349999,0.628400028,0.624199986,0.6347,0.648599982,0.656000018,0.666599989,0.675999999
D2,0.143600002,0.154599994,0.161200002,0.176899999,0.197500005,0.220599994,0.242899999,0.275900006,0.307000011,0.347499996,0.39320001,0.455300003,0.501600027,0.543099999,0.560899973,0.59740001,0.646099985,0.716600001,0.805499971,0.898999989,1.011399984,1.129099965,1.220499992,1.260699987,1.281900048,1.30490005,1.322600007,1.336699963,1.351099968,1.367599964,1.389400005,1.410099983,1.422600031,1.431300044,1.42750001,1.421800017,1.416399956,1.420400023,1.413300037,1.408499956,1.398399949,1.389899969,1.383000016,1.373100042,1.362100005,1.349799991,1.340299964,1.330899954,1.32099998,1.311200023,1.293900013,1.28489995,1.264400005,1.248299956,1.236400008
D3,0.145799994,0.153099999,0.169200003,0.184100002,0.206400007,0.225999996,0.250699997,0.283399999,0.314200014,0.351799995,0.394699991,0.459800005,0.514599979,0.559499979,0.585500002,0.633700013,0.679899991,0.748199999,0.851999998,0.953000009,1.05490005,1.164000034,1.234799981,1.274500012,1.300999999,1.326200008,1.347900033,1.366000056,1.3829,1.39989996,1.417199969,1.431900024,1.451699972,1.466199994,1.481699944,1.476999998,1.478899956,1.474499941,1.467599988,1.471600056,1.463700056,1.457100034,1.452900052,1.4454,1.436699986,1.431200027,1.418900013,1.412799954,1.404999971,1.386600018,1.372400045,1.365499973,1.358399987,1.355000019,1.353099942
D4,0.126000002,0.127900004,0.142199993,0.153699994,0.1708,0.183200002,0.197799996,0.215000004,0.242300004,0.277799994,0.320199996,0.371800005,0.430299997,0.499799997,0.531300008,0.612399995,0.711899996,0.796000004,0.939199984,1.022899985,1.017400026,1.037099957,1.054700017,1.075299978,1.090600014,1.102399945,1.113700032,1.127699971,1.136299968,1.146399975,1.157500029,1.157799959,1.165599942,1.167000055,1.173200011,1.17900002,1.181100011,1.177800059,1.194499969,1.18780005,1.175699949,1.173499942,1.166000009,1.156499982,1.154099941,1.152400017,1.153300047,1.162700057,1.166200042,1.166399956,1.168300033,1.169700027,1.170600057,1.172999978,1.168200016
D5,0.142499998,0.154699996,0.163299993,0.177599996,0.199499995,0.219300002,0.245800003,0.281899989,0.322400004,0.372500002,0.433200002,0.507600009,0.567099988,0.603500009,0.638800025,0.688799977,0.746699989,0.807500005,0.909200013,1.033400059,1.148399949,1.200799942,1.239799976,1.279299974,1.311100006,1.345399976,1.370599985,1.403399944,1.432700038,1.457000017,1.476500034,1.490700006,1.504999995,1.515599966,1.522400022,1.526200056,1.532500029,1.523900032,1.526299953,1.527999997,1.528900027,1.519600034,1.511999965,1.507099986,1.504699945,1.504699945,1.508399963,1.504500031,1.510200024,1.507799983,1.5079,1.49940002,1.493700027,1.477300048,1.466699958
D9,0.152799994,0.136099994,0.168099999,0.182699993,0.200499997,0.213599995,0.227200001,0.239500001,0.252099991,0.265399992,0.277200013,0.289400011,0.304800004,0.320800006,0.336299986,0.348800004,0.358099997,0.372900009,0.379900008,0.3917,0.402099997,0.411199987,0.419800013,0.426699996,0.436500013,0.442499995,0.449499995,0.458000004,0.463,0.468499988,0.478300005,0.485599995,0.492599994,0.503199995,0.510200024,0.518299997,0.530399978,0.53549999,0.546800017,0.550800025,0.560599983,0.5704,0.578700006,0.586499989,0.597800016,0.60589999,0.617699981,0.623600006,0.632700026,0.638400018,0.645799994,0.655099988,0.660099983,0.666199982,0.673600018
D10,0.158899993,0.170900002,0.178800002,0.193700001,0.217899993,0.234200001,0.246999994,0.25999999,0.27669999,0.290800005,0.302700013,0.319700003,0.335500002,0.349799991,0.363599986,0.375,0.388099998,0.401499987,0.414600015,0.427399993,0.4384,0.44600001,0.455300003,0.465799987,0.4745,0.480399996,0.489399999,0.495700002,0.506699979,0.513499975,0.524299979,0.532599986,0.542500019,0.553900003,0.56279999,0.574199975,0.58069998,0.590600014,0.602900028,0.610199988,0.622500002,0.632300019,0.641099989,0.648400009,0.659099996,0.665799975,0.671599984,0.681299984,0.687399983,0.698199987,0.705299973,0.712800026,0.723800004,0.730199993,0.739099979
D11,0.163100004,0.1699,0.189899996,0.198500007,0.225600004,0.241799995,0.255699992,0.270500004,0.284099996,0.297500014,0.310600013,0.328500003,0.342299998,0.353300005,0.367399991,0.379500002,0.392800003,0.407499999,0.418900013,0.431300014,0.441700011,0.448399991,0.456800014,0.467099994,0.475699991,0.482800007,0.493200004,0.500100017,0.512899995,0.520600021,0.531899989,0.541700006,0.552900016,0.565400004,0.573499978,0.584900022,0.592800021,0.602199972,0.61500001,0.619099975,0.633300006,0.644699991,0.653599977,0.660000026,0.66900003,0.680800021,0.686100006,0.693599999,0.706200004,0.716199994,0.72420001,0.732599974,0.742600024,0.752200007,0.762799978
E2,0.136299998,0.158399999,0.163399994,0.173899993,0.1928,0.211999997,0.237299994,0.269199997,0.30399999,0.348500013,0.394699991,0.454299986,0.509800017,0.540400028,0.568300009,0.608799994,0.666499972,0.726000011,0.81370002,0.916700006,1.049700022,1.180099964,1.229599953,1.264600039,1.298300028,1.335100055,1.366600037,1.401800036,1.430600047,1.456900001,1.474499941,1.489500046,1.50090003,1.511199951,1.514199972,1.513800025,1.508200049,1.50150001,1.493000031,1.482599974,1.475800037,1.474699974,1.473399997,1.473199964,1.467599988,1.464699984,1.463400006,1.457499981,1.461799979,1.456400037,1.451099992,1.451200008,1.456799984,1.461799979,1.474799991
E3,0.149399996,0.152799994,0.160400003,0.175799996,0.191300005,0.2104,0.2245,0.246099994,0.279000014,0.317699999,0.367000014,0.436500013,0.52759999,0.560299993,0.593800008,0.625199974,0.675499976,0.742900014,0.817200005,0.961899996,1.132200003,1.181499958,1.202700019,1.225600004,1.249799967,1.276800036,1.300400019,1.315799952,1.338500023,1.362900019,1.389700055,1.408200026,1.418599963,1.435700059,1.449699998,1.453799963,1.453400016,1.450999975,1.452299953,1.453999996,1.442600012,1.439700007,1.429200053,1.423900008,1.414700031,1.409500003,1.401800036,1.393300056,1.386000037,1.388499975,1.382799983,1.369799972,1.3477,1.343199968,1.356899977
E4,0.1382,0.145199999,0.157199994,0.169100001,0.190500006,0.210500002,0.2315,0.261900008,0.294,0.331400007,0.376700014,0.440699995,0.526300013,0.566399992,0.581200004,0.630299985,0.686100006,0.776799977,0.881099999,1.067299962,1.167299986,1.167600036,1.21449995,1.229300022,1.262199998,1.287400007,1.313699961,1.314200044,1.332999945,1.349300027,1.372499943,1.391199946,1.411000013,1.424100041,1.441400051,1.447900057,1.455800056,1.462100029,1.45630002,1.45539999,1.460500002,1.463199973,1.458099961,1.453299999,1.451200008,1.443099976,1.439599991,1.437000036,1.43659997,1.431800008,1.429700017,1.431699991,1.430500031,1.424000025,1.404000044
E5,0.131400004,0.150299996,0.152999997,0.166600004,0.180299997,0.194999993,0.214900002,0.239199996,0.270999998,0.310099989,0.351900011,0.402500004,0.460000008,0.511600018,0.588699996,0.655399978,0.729499996,0.827199996,0.902499974,1.034100056,1.064700007,1.086199999,1.112900019,1.131500006,1.146600008,1.162700057,1.180999994,1.194100022,1.204300046,1.212700009,1.223399997,1.23360002,1.252699971,1.254799962,1.26880002,1.275400043,1.279999971,1.254999995,1.248399973,1.236799955,1.232200027,1.228099942,1.228199959,1.224699974,1.233500004,1.23969996,1.247799993,1.24969995,1.251199961,1.246799946,1.235100031,1.223799944,1.21239996,1.19780004,1.180400014
E7,0.100900002,0.099100001,0.098499998,0.098099999,0.097800002,0.097400002,0.097000003,0.096699998,0.096799999,0.097000003,0.097599998,0.098899998,0.101000004,0.104900002,0.111100003,0.120099999,0.127800003,0.139699996,0.149299994,0.157700002,0.164900005,0.172700003,0.181199998,0.189799994,0.198699996,0.206699997,0.216800004,0.224999994,0.233400002,0.242599994,0.249599993,0.256900012,0.265500009,0.275599986,0.284999996,0.294999987,0.303299993,0.316199988,0.322899997,0.334399998,0.342299998,0.349700004,0.359699994,0.368900001,0.373699993,0.376100004,0.38319999,0.386500001,0.391799986,0.400099993,0.407999992,0.40990001,0.419699997,0.41929999,0.42809999
E9,0.136500001,0.136099994,0.148900002,0.170200005,0.182500005,0.198200002,0.211199999,0.226999998,0.238999993,0.2509,0.262699991,0.27669999,0.288399994,0.300999999,0.317099988,0.3292,0.340499997,0.354299992,0.367199987,0.379500002,0.392500013,0.398600012,0.407099992,0.420599997,0.4287,0.434599996,0.444000006,0.448000014,0.459800005,0.46450001,0.473100007,0.480300009,0.489499986,0.49970001,0.50849998,0.518100023,0.52579999,0.536599994,0.547999978,0.554499984,0.566500008,0.575999975,0.584900022,0.59009999,0.602599978,0.611299992,0.614099979,0.629599988,0.636699975,0.646399975,0.653999984,0.662,0.671599984,0.678200006,0.684400022
E10,0.143600002,0.134200007,0.160500005,0.173999995,0.190899998,0.212500006,0.224099994,0.239199996,0.251700014,0.263799995,0.274500012,0.283100009,0.295300007,0.312999994,0.328000009,0.342700005,0.350800008,0.36500001,0.373100013,0.38440001,0.397100002,0.405499995,0.415699989,0.426299989,0.435499996,0.442400008,0.450199991,0.455900013,0.463200003,0.469999999,0.477999985,0.483200014,0.49149999,0.499300003,0.508700013,0.517199993,0.523599982,0.532199979,0.542999983,0.55369997,0.564499974,0.571500003,0.575399995,0.588100016,0.59829998,0.602500021,0.609200001,0.620400012,0.629499972,0.637000024,0.647199988,0.65259999,0.665700018,0.672900021,0.680299997
E11,0.142499998,0.134599999,0.167400002,0.172900006,0.193499997,0.211600006,0.225700006,0.234599993,0.247199997,0.261999995,0.2755,0.288399994,0.3028,0.318399996,0.330799997,0.342099994,0.35589999,0.367500007,0.380499989,0.393299997,0.406399995,0.414099991,0.424199998,0.435400009,0.443500012,0.451099992,0.458900005,0.4648,0.47209999,0.481000006,0.489600003,0.497000009,0.506900012,0.514800012,0.525399983,0.536300004,0.543900013,0.550599992,0.558799982,0.570900023,0.580600023,0.590799987,0.599900007,0.609200001,0.620100021,0.632300019,0.642099977,0.656799972,0.662100017,0.67049998,0.682600021,0.691299975,0.699000001,0.709299982,0.722100019
F2,0.135299996,0.145400003,0.153600007,0.169400007,0.184900001,0.204999998,0.226400003,0.250400007,0.285100013,0.320199996,0.3583,0.401899993,0.463400006,0.516300023,0.565900028,0.640100002,0.741599977,0.810299993,0.900600016,0.954900026,1.011800051,1.064499974,1.10650003,1.138700008,1.165300012,1.184299946,1.203500032,1.229300022,1.241400003,1.257799983,1.287500024,1.31190002,1.333199978,1.337000012,1.33039999,1.324699998,1.318500042,1.309599996,1.296300054,1.292500019,1.288499951,1.290199995,1.296800017,1.305500031,1.317600012,1.333999991,1.353899956,1.370399952,1.362800002,1.338099957,1.318300009,1.306900024,1.302600026,1.302000046,1.305600047
